Marque,Modéle,Année-Modele,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Premiére main,état,Airbags,Climatisation,ABS,ESP,CD/MP3/Bluetooth,Prix
hyundai,i 10,2013,115000,diesel,6,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,False,60000
ford,c-max,2014,77500,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,180000
hyundai,genesis,2011,97500,essence,10,automatique,3.0,dédouanée,non,excellent,True,True,True,True,True,100000
volkswagen,passat,2003,22500,essence,8,manuelle,5.0,non spécifié,non spécifié,trés bon,False,False,False,False,False,65000
volkswagen,golf 4,2000,2500,diesel,8,manuelle,5.0,dédouanée,non spécifié,bon,True,True,True,False,True,75000
hyundai,ix 35,2012,12500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,145000
hyundai,tucson,2010,32500,diesel,8,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,False,True,100000
hyundai,santa fe,2012,225000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,excellent,False,True,True,False,True,120000
jeep,renegade,2018,62500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,188000
ford,focus,2010,115000,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,101000
renault,fluence,2014,92500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,120000
hyundai,santa fe,2009,225000,diesel,8,automatique,5.0,ww au maroc,non,excellent,True,True,True,False,True,85000
volkswagen,golf plus,2012,155000,diesel,5,manuelle,3.0,ww au maroc,oui,trés bon,False,False,False,False,False,110000
bmw,serie 3,2010,2500,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,143000
hyundai,santa fe,2009,175000,diesel,9,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,95000
toyota,verso,2005,185000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,75000
citroen,c5,2008,275000,diesel,8,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,75000
volkswagen,golf 7,2017,105000,diesel,8,automatique,5.0,ww au maroc,oui,excellent,True,True,True,True,True,185000
volkswagen,golf 5,2008,32500,diesel,8,manuelle,5.0,dédouanée,non,non spécifié,True,True,False,False,False,105000
peugeot,301,2016,42500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,True,96000
peugeot,207,2009,87500,diesel,6,manuelle,5.0,non spécifié,non spécifié,trés bon,False,True,True,False,True,70000
ford,focus,2010,115000,diesel,7,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,False,101000
citroen,berlingo,2010,195000,diesel,7,manuelle,3.0,ww au maroc,non,bon,True,False,True,True,True,68000
dacia,sandero,2012,185000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,False,75000
mercedes-benz,220,1998,32500,diesel,9,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,73000
mercedes-benz,classe a,2012,125000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,False,108000
renault,kangoo,2013,105000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,True,105000
renault,kangoo,2013,165000,diesel,7,manuelle,5.0,ww au maroc,oui,trés bon,True,False,True,True,True,77000
renault,clio,2013,105000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,103000
renault,scenic,2013,135000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,95000
peugeot,208,2018,87500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,False,False,False,False,False,115000
peugeot,tepee,2016,115000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,True,True,False,True,118000
seat,leon,2015,97500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,140000
renault,kangoo,2008,225000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,bon,False,False,False,False,False,61000
peugeot,207,2011,2500,diesel,6,manuelle,5.0,dédouanée,non,trés bon,True,True,True,True,True,82000
nissan,qashqai,2014,175000,diesel,8,automatique,5.0,ww au maroc,non,trés bon,True,True,True,True,True,132000
volkswagen,golf 6,2010,115000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,109000
bmw,serie 3,2013,155000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,215000
renault,megane 3,2011,105000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,False,False,98000
volkswagen,touareg,2015,115000,diesel,12,automatique,5.0,ww au maroc,oui,excellent,True,True,False,False,True,189000
renault,kangoo,2012,17500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,84000
nissan,juke,2017,42500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,155000
fiat,doblo,2014,195000,diesel,5,manuelle,5.0,ww au maroc,non,bon,False,False,False,False,True,75000
hyundai,santa fe,2007,325000,diesel,9,manuelle,5.0,ww au maroc,non,bon,True,True,False,False,True,68000
ford,fiesta,2017,87500,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,False,False,True,118000
mercedes-benz,classe c,2008,225000,diesel,10,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,False,160000
volkswagen,golf 5,2006,325000,diesel,8,manuelle,5.0,non spécifié,non,trés bon,True,True,True,True,True,86000
renault,megane 3,2010,225000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,True,True,True,83000
opel,corsa,2010,195000,diesel,5,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,76000
peugeot,206,2004,225000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,60000
citroen,c4,2009,22500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,False,True,73000
skoda,octavia,2015,97500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,False,143000
renault,laguna,2003,275000,diesel,7,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,65000
audi,q7,2007,145000,diesel,13,--,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,99000
bmw,serie 3,2006,155000,essence,11,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,True,64000
seat,leon,2016,105000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,148000
kia,ceed,2009,275000,diesel,6,manuelle,5.0,importée neuve,non,excellent,False,False,False,False,False,72000
volkswagen,touareg,2017,175000,diesel,12,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,230000
nissan,qashqai,2013,105000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,132000
jeep,cherokee,2016,125000,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,200000
hyundai,ix 35,2014,165000,diesel,8,automatique,5.0,ww au maroc,non,bon,True,True,True,False,True,147000
hyundai,ix 35,2016,97500,diesel,8,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,153000
fiat,doblo,2011,17500,diesel,5,manuelle,5.0,importée neuve,non,bon,True,True,True,True,False,69000
dacia,dokker,2021,32500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,123000
skoda,octavia,2018,125000,diesel,8,manuelle,5.0,ww au maroc,oui,excellent,False,True,True,True,False,175000
volkswagen,caddy,2018,155000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,153000
citroen,c-elysée,2017,105000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,95000
fiat,punto,2009,175000,essence,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,65000
dacia,sandero,2020,32500,diesel,6,manuelle,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,135000
dacia,logan,2012,155000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,False,False,True,64000
ford,focus,2013,165000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,120000
hyundai,h-100,2016,195000,diesel,10,manuelle,3.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,165000
skoda,superb,2010,275000,diesel,8,automatique,5.0,ww au maroc,non,bon,False,True,False,False,False,125000
citroen,c1,2009,17500,essence,5,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,60000
kia,cerato,2007,275000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,False,False,True,62000
renault,grand scenic,2006,275000,diesel,7,manuelle,5.0,dédouanée,non,bon,True,True,False,False,False,75000
fiat,doblo,2015,145000,essence,6,manuelle,5.0,ww au maroc,non,trés bon,False,True,False,False,False,80000
dacia,dokker,2018,77500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,False,True,True,True,107000
mercedes-benz,300,2007,145000,diesel,12,automatique,5.0,dédouanée,non,excellent,True,True,True,True,True,108000
volkswagen,amarok,2017,2500,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,175000
volkswagen,golf 5,2005,12500,diesel,8,manuelle,5.0,importée neuve,non,bon,False,False,False,False,False,72000
volkswagen,golf 4,2003,32500,diesel,8,manuelle,5.0,dédouanée,non,trés bon,True,True,True,False,True,87000
renault,kangoo,2009,225000,diesel,6,manuelle,5.0,ww au maroc,non spécifié,excellent,False,True,False,False,True,71000
dacia,logan,2009,12500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,70000
volkswagen,touran,2008,325000,diesel,8,automatique,5.0,dédouanée,oui,trés bon,True,True,True,True,False,115000
dacia,logan,2019,47500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,100000
peugeot,partner,2008,275000,diesel,7,manuelle,5.0,ww au maroc,non,bon,False,True,False,False,False,60000
hyundai,tucson,2007,195000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,70000
dacia,logan,2013,145000,diesel,6,manuelle,5.0,non spécifié,non,non spécifié,True,True,True,True,True,78000
renault,clio,2016,82500,diesel,5,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,92000
dacia,dokker,2017,7500,diesel,6,manuelle,3.0,ww au maroc,non,trés bon,True,True,True,False,True,95000
volkswagen,polo,2013,125000,essence,7,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,90000
audi,a3,2015,125000,diesel,8,manuelle,5.0,dédouanée,non,excellent,True,True,True,True,True,210000
skoda,octavia,2017,87500,diesel,8,manuelle,5.0,ww au maroc,non spécifié,non spécifié,False,False,False,False,False,170000
fiat,doblo,2016,475000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,excellent,False,False,True,False,False,80000
citroen,c4,2005,275000,diesel,6,manuelle,5.0,dédouanée,non,bon,True,True,True,True,True,70000
nissan,qashqai,2016,2500,diesel,6,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,165000
bmw,serie 5,2009,325000,diesel,12,automatique,5.0,dédouanée,non,excellent,True,True,False,True,True,84000
renault,megane 3,2010,155000,diesel,6,manuelle,5.0,ww au maroc,non,bon,True,True,True,False,True,80000
opel,crossland x,2021,12500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,170000
suzuki,grand vitara,2007,225000,essence,11,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,65000
renault,clio,2006,12500,diesel,7,manuelle,5.0,ww au maroc,non,excellent,False,False,False,False,False,75000
bmw,serie 5,2011,165000,diesel,8,automatique,5.0,ww au maroc,non spécifié,excellent,False,False,False,False,False,170000
renault,kangoo,2009,225000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,False,False,False,False,70000
opel,astra,2021,2500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,185000
mercedes-benz,310,1992,37500,diesel,12,manuelle,5.0,dédouanée,oui,excellent,False,False,False,False,False,150000
dacia,logan,2018,7500,diesel,6,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,False,False,True,86000
dacia,logan,2020,67500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,False,False,True,120000
citroen,berlingo,2018,32500,diesel,6,manuelle,5.0,importée neuve,non,excellent,True,True,True,True,True,134000
opel,corsa,2014,37500,essence,8,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,78000
audi,a1,2014,67500,diesel,6,automatique,5.0,importée neuve,non,excellent,True,True,True,True,True,169000
bmw,serie 3,2012,185000,diesel,8,manuelle,5.0,ww au maroc,non spécifié,excellent,True,True,True,True,True,140000
audi,a6,2006,225000,essence,14,automatique,5.0,ww au maroc,non,trés bon,True,True,True,True,True,75000
mercedes-benz,190,1992,325000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,False,True,False,False,False,70000
dacia,sandero,2011,145000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,False,False,True,70000
citroen,berlingo,2015,115000,diesel,6,manuelle,3.0,non spécifié,non spécifié,bon,False,False,False,False,True,105000
dacia,dokker,2019,52500,diesel,6,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,116000
renault,clio,2015,22500,diesel,6,manuelle,5.0,ww au maroc,oui,bon,True,True,True,False,True,98000
volkswagen,golf,2011,225000,diesel,6,manuelle,5.0,dédouanée,non,excellent,False,False,False,False,True,113000
renault,kangoo,2011,175000,diesel,6,manuelle,5.0,ww au maroc,non,excellent,False,True,True,True,True,130000
toyota,corolla,2016,52500,diesel,5,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,143000
mercedes-benz,190,1993,27500,diesel,10,manuelle,5.0,dédouanée,non,non spécifié,True,False,True,False,True,60000
peugeot,508,2013,195000,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,105000
audi,a3,2012,125000,diesel,6,automatique,5.0,ww au maroc,non spécifié,excellent,False,False,False,False,False,130000
ford,c-max,2017,105000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,170000
hyundai,santa fe,2012,82500,diesel,9,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,150000
opel,zafira,2010,225000,diesel,8,manuelle,5.0,dédouanée,non,trés bon,False,False,False,False,False,100000
opel,astra,2005,275000,diesel,7,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,False,True,60000
peugeot,partner,2011,225000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,93000
peugeot,bipper,2012,165000,diesel,6,manuelle,5.0,ww au maroc,non,trés bon,True,True,True,True,True,72000
bmw,serie 5,2011,275000,diesel,12,automatique,5.0,ww au maroc,non,trés bon,True,True,True,True,True,150000
fiat,tipo,2021,12500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,155000
skoda,octavia,2015,105000,diesel,6,manuelle,5.0,ww au maroc,oui,trés bon,True,True,True,True,True,150000
ford,kuga,2014,125000,diesel,8,manuelle,5.0,ww au maroc,non,bon,True,True,True,True,True,139000
volkswagen,touran,2016,155000,diesel,7,--,5.0,dédouanée,oui,trés bon,True,True,True,True,True,210000
fiat,tipo,2021,12500,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,155000
volkswagen,passat,2005,225000,diesel,8,manuelle,5.0,ww au maroc,non,excellent,True,True,True,True,True,88000
volkswagen,passat,2007,225000,essence,11,automatique,5.0,ww au maroc,non,excellent,True,True,True,True,False,67000
fiat,punto,2012,105000,essence,7,manuelle,5.0,non spécifié,non spécifié,excellent,True,True,True,False,True,68000
skoda,octavia,2013,82500,diesel,8,manuelle,5.0,ww au maroc,non,non spécifié,True,True,True,True,True,135000
nissan,x-trail,2006,17500,diesel,9,manuelle,5.0,dédouanée,non,trés bon,True,True,False,False,True,67000
ford,focus,2017,125000,diesel,5,manuelle,5.0,ww au maroc,oui,excellent,True,True,True,True,True,145000
renault,clio,2014,165000,diesel,6,manuelle,5.0,ww au maroc,oui,excellent,False,False,False,False,False,97000
mercedes-benz,190,1992,105000,diesel,8,manuelle,5.0,ww au maroc,non,trés bon,False,False,False,False,False,75000
toyota,corolla,2010,275000,diesel,5,manuelle,5.0,non spécifié,non spécifié,excellent,False,False,False,False,False,90000
fiat,freemont,2018,57500,diesel,10,manuelle,3.0,ww au maroc,oui,non spécifié,True,False,True,False,True,140000
peugeot,308,2010,165000,diesel,6,automatique,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,80000
volkswagen,polo,2016,82500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,False,False,False,125000
dacia,logan,2010,12500,diesel,6,manuelle,5.0,ww au maroc,non,non spécifié,True,True,False,False,True,62000
opel,astra,2014,185000,diesel,7,manuelle,5.0,ww au maroc,non spécifié,trés bon,True,True,True,True,True,120000
citroen,c5,2009,175000,diesel,8,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,85000
peugeot,301,2013,165000,diesel,8,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,False,False,88000
renault,scenic,2006,195000,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,62000
dacia,dokker,2018,7500,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,False,False,False,False,False,118000
renault,clio,2018,62500,diesel,6,--,5.0,non spécifié,non spécifié,non spécifié,False,False,False,False,False,129000
renault,clio,2015,105000,diesel,6,manuelle,5.0,ww au maroc,oui,non spécifié,True,True,True,True,True,113000
